"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Chase Sapphire Reserve","","07/07/2025","Unwiredlabs Locationiq","OlderGay.Men: LocationIQ","OlderGay.Men","LocationIQ","",$99.00,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/07/2025","Cursor Usage Jun","","","","",$33.37,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/07/2025","Publix","Food: Groceries","Food","Groceries","",$32.12,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/07/2025","Founding Players","Gifts & donations: Gifts","Gifts & donations","Gifts","",$5.00,$0.00,"Cleared"
"Instacart Mastercard","","07/07/2025","Automatic Payment","","","","",$0.00,$40.00,"Cleared"
"Chase checking","","07/07/2025","Patreon","Entertainment: Podcasts","Entertainment","Podcasts","",$0.00,$1113.84,"Cleared"
"Chase Sapphire Reserve","","07/06/2025","Sanitas Lauderdale Lak","","","","",$75.00,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/06/2025","Cursor","OlderGay.Men: Cursor","OlderGay.Men","Cursor","",$60.00,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/06/2025","DoorDash","Food: Fast food","Food","Fast food","",$40.94,$0.00,"Cleared"
"Chase Amazon","","07/06/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$34.35,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/06/2025","Lyft","Transportation: Taxi","Transportation","Taxi","",$15.97,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/06/2025","Cursor","OlderGay.Men: Cursor","OlderGay.Men","Cursor","",$0.00,$5.29,"Cleared"
"Apple Savings","","07/05/2025","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.05,"Cleared"
"Apple Savings","","07/05/2025","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$1.20,"Cleared"
"Chase Sapphire Reserve","","07/04/2025","Interest Charge","Financial: Interest & Fees","Financial","Interest & Fees","",$272.56,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/04/2025","Sanitas Medical Center","Health: Medication","Health","Medication","",$6.63,$0.00,"Cleared"
"Apple Card","","07/04/2025","Patreon","Entertainment: Podcasts","Entertainment","Podcasts","",$5.34,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/03/2025","Amazon web services","OlderGay.Men: AWS","OlderGay.Men","AWS","",$161.34,$0.00,"Uncleared"
"Chase Sapphire Reserve","","07/03/2025","Amazon web services","OlderGay.Men: AWS","OlderGay.Men","AWS","",$62.12,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/03/2025","Cursor Usage Mid Jul","","","","",$42.33,$0.00,"Cleared"
"Apple Card","","07/03/2025","Apple One","Electronics and software: Software","Electronics and software","Software","",$40.13,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/03/2025","Linode Akamai","OlderGay.Men: Linode","OlderGay.Men","Linode","",$25.30,$0.00,"Cleared"
"Chase checking","","07/02/2025","Uplift","Long-term/recurring: 2025 Transatlantic Cruise","Long-term/recurring","2025 Transatlantic Cruise","",$357.63,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/02/2025","Google Cloud","OlderGay.Men: Google Maps","OlderGay.Men","Google Maps","",$117.24,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/02/2025","Lyft","Transportation: Taxi","Transportation","Taxi","",$23.14,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/02/2025","Email to Notion","Electronics and software: Software","Electronics and software","Software","",$5.99,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/02/2025","Indify Calendar Plan","Electronics and software: Software","Electronics and software","Software","",$4.00,$0.00,"Uncleared"
"Chase checking","","07/01/2025","Transfer : Chase Sapphire Reserve","","","","",$18833.81,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/01/2025","Florida Blue","Health: Health insurance","Health","Health insurance","",$726.16,$0.00,"Cleared"
"Chase checking","","07/01/2025","Transfer : Apple Card","","","","",$417.30,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/01/2025","Cloudflare","OlderGay.Men: Cloudflare","OlderGay.Men","Cloudflare","",$36.43,$0.00,"Uncleared"
"Chase Sapphire Reserve","","07/01/2025","Whole Foods","Food: Groceries","Food","Groceries","",$25.00,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/01/2025","Lyft","Transportation: Taxi","Transportation","Taxi","",$24.52,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/01/2025","Meettippy","Health: Massage therapy","Health","Massage therapy","",$21.08,$0.00,"Cleared"
"Chase Sapphire Reserve","","07/01/2025","Whole Foods","Food: Groceries","Food","Groceries","",$12.95,$0.00,"Cleared"
"Apple Card","","07/01/2025","Transfer : Chase checking","","","","",$0.00,$417.30,"Cleared"
"Chase Sapphire Reserve","","07/01/2025","Transfer : Chase checking","","","","",$0.00,$18833.81,"Cleared"
"Apple Card","","06/30/2025","Apple","Electronics and software: Hardware","Electronics and software","Hardware","iMac and iPad",$217.65,$0.00,"Uncleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","MacBook Pro",$133.25,$0.00,"Uncleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","MacBook Pro",$133.25,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/30/2025","Cloudflare","OlderGay.Men: Cloudflare","OlderGay.Men","Cloudflare","",$100.54,$0.00,"Cleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","",$91.58,$0.00,"Cleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","",$59.99,$0.00,"Cleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","Mac Mini",$49.91,$0.00,"Cleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","Mac Mini",$49.91,$0.00,"Uncleared"
"Apple Card","","06/30/2025","Apple","Electronics and software: Hardware","Electronics and software","Hardware","Apple Watch",$31.16,$0.00,"Uncleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","",$29.12,$0.00,"Cleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","iPad Mini",$23.66,$0.00,"Cleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","IPad mini",$23.66,$0.00,"Uncleared"
"Chase Sapphire Reserve","","06/30/2025","Meettippy","Health: Massage therapy","Health","Massage therapy","",$21.08,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/30/2025","Whole Foods","Food: Groceries","Food","Groceries","",$16.62,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/30/2025","Cloudflare","OlderGay.Men: Cloudflare","OlderGay.Men","Cloudflare","",$16.44,$0.00,"Uncleared"
"Chase Sapphire Reserve","","06/30/2025","Whole Foods","Food: Groceries","Food","Groceries","",$12.83,$0.00,"Cleared"
"Chase Amazon","","06/30/2025","Kindle Unlimited","Entertainment: Books","Entertainment","Books","",$12.80,$0.00,"Cleared"
"Apple Card","","06/30/2025","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",$7.74,$0.00,"Cleared"
"Apple Card","","06/30/2025","Apple Store","Electronics and software: Hardware","Electronics and software","Hardware","",$4.91,$0.00,"Cleared"
"Apple Savings","","06/30/2025","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.01,"Cleared"
"Apple Card","","06/29/2025","Apple","Electronics and software: Hardware","Electronics and software","Hardware","Apple Watch",$31.16,$0.00,"Uncleared"
"Chase Sapphire Reserve","","06/29/2025","DoorDash","Food: Fast food","Food","Fast food","",$26.37,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/29/2025","Cursor Usage Mid Jun","","","","",$21.10,$0.00,"Cleared"
"Chase Amazon","","06/29/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$6.94,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/29/2025","DoorDash","Food: Fast food","Food","Fast food","",$4.89,$0.00,"Cleared"
"Apple Savings","","06/29/2025","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.67,"Cleared"
"Apple Card","","06/28/2025","Hulu","Entertainment: TV & Movies","Entertainment","TV & Movies","",$22.39,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/27/2025","DoorDash","Food: Fast food","Food","Fast food","",$59.08,$0.00,"Cleared"
"Chase checking","","06/27/2025","Transfer : Paypal","","","","",$50.00,$0.00,"Cleared"
"Chase Amazon","","06/27/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$6.16,$0.00,"Cleared"
"Paypal","","06/27/2025","Transfer : Chase checking","","","","",$0.00,$50.00,"Uncleared"
"Chase Sapphire Reserve","","06/26/2025","DoorDash","Food: Fast food","Food","Fast food","",$59.11,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/26/2025","Tropics Grille","Entertainment: Bars","Entertainment","Bars","",$10.24,$0.00,"Cleared"
"Gotham Personal","","06/25/2025","Transfer : Chase checking","","","","",$30000.00,$0.00,"Uncleared"
"Chase checking","","06/25/2025","T-Mobile","Bills & utilities: Cellphone","Bills & utilities","Cellphone","",$87.00,$0.00,"Cleared"
"Chase checking","","06/25/2025","Florida Power & Light","Bills & utilities: Electricity","Bills & utilities","Electricity","",$27.62,$0.00,"Cleared"
"Chase Amazon","","06/25/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$19.25,$0.00,"Cleared"
"Chase Amazon","","06/25/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$11.55,$0.00,"Cleared"
"Chase checking","","06/25/2025","Transfer : Gotham Personal","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$30000.00,"Cleared"
"Chase checking","","06/24/2025","Online Payment to Eddy Silva Landscaping","Housing: Landscaping","Housing","Landscaping","",$150.00,$0.00,"Cleared"
"Chase Amazon","","06/24/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$16.04,$0.00,"Cleared"
"Chase Amazon","","06/24/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$13.20,$0.00,"Cleared"
"Chase checking","","06/24/2025","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$196.42,"Cleared"
"Chase checking","","06/23/2025","Transfer : Paypal","","","","",$100.00,$0.00,"Cleared"
"Chase checking","","06/23/2025","Transfer : Paypal","","","","",$100.00,$0.00,"Cleared"
"Chase checking","","06/23/2025","Transfer : Chase Sapphire Reserve","","","","",$35.00,$0.00,"Cleared"
"Chase Amazon","","06/23/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$30.77,$0.00,"Cleared"
"Chase Amazon","","06/23/2025","Amazon Kindle Services","","","","",$14.93,$0.00,"Cleared"
"Chase Amazon","","06/23/2025","Interest Charge","Financial: Interest & Fees","Financial","Interest & Fees","",$6.96,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/23/2025","Transfer : Chase checking","","","","",$0.00,$35.00,"Uncleared"
"Paypal","","06/23/2025","Transfer : Chase checking","","","","",$0.00,$100.00,"Uncleared"
"Paypal","","06/23/2025","Transfer : Chase checking","","","","",$0.00,$100.00,"Uncleared"
"Chase Sapphire Reserve","","06/22/2025","Meetings","OlderGay.Men: Jitsi","OlderGay.Men","Jitsi","",$112.02,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/22/2025","Front Growth","OlderGay.Men: Front","OlderGay.Men","Front","",$66.70,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/22/2025","Meetings","OlderGay.Men: Jitsi","OlderGay.Men","Jitsi","",$62.77,$0.00,"Uncleared"
"Apple Card","","06/22/2025","Fanstastical","Electronics and software: Software","Electronics and software","Software","",$60.84,$0.00,"Uncleared"
"Chase Sapphire Reserve","","06/22/2025","Netflix","Entertainment: TV & Movies","Entertainment","TV & Movies","",$19.20,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/22/2025","Netflix","Entertainment: TV & Movies","Entertainment","TV & Movies","",$16.54,$0.00,"Uncleared"
"Chase Sapphire Reserve","","06/20/2025","Publix","Food: Groceries","Food","Groceries","",$18.77,$0.00,"Cleared"
"Chase Amazon","","06/20/2025","Automatic Payment","","","","",$0.00,$35.00,"Cleared"
"Chase Sapphire Reserve","","06/19/2025","Notion","OlderGay.Men: Notion","OlderGay.Men","Notion","",$46.38,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/19/2025","Toggl.com","Electronics and software: Software","Electronics and software","Software","",$10.00,$0.00,"Cleared"
"Chase checking","","06/18/2025","Zelle Transfer to Louis Sanfelice Jpm99bcjjiyr","Reimbursements/Money In Trust: Louis Sanfelice","Reimbursements/Money In Trust","Louis Sanfelice","",$1000.00,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/18/2025","Hand & Stone Massage","Health: Massage therapy","Health","Massage therapy","",$79.95,$0.00,"Cleared"
"Apple Card","","06/18/2025","ChatGPT","OlderGay.Men: ChatGPT","OlderGay.Men","ChatGPT","",$21.28,$0.00,"Uncleared"
"Chase Amazon","","06/18/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$9.36,$0.00,"Cleared"
"Chase checking","","06/18/2025","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$516.04,"Cleared"
"Chase checking","","06/18/2025","Vanguard","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$603.11,"Cleared"
"Apple Card","","06/17/2025","Hulu","Entertainment: TV & Movies","Entertainment","TV & Movies","",$30.84,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/17/2025","Whole Foods","Food: Groceries","Food","Groceries","",$25.10,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/17/2025","Meettippy","Health: Massage therapy","Health","Massage therapy","",$21.08,$0.00,"Cleared"
"Apple Card","","06/17/2025","YouTube","Entertainment: TV & Movies","Entertainment","TV & Movies","",$20.27,$0.00,"Uncleared"
"Chase Amazon","","06/17/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$15.59,$0.00,"Cleared"
"Apple Savings","","06/17/2025","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.93,"Cleared"
"Chase checking","","06/17/2025","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$257.53,"Cleared"
"Chase checking","","06/16/2025","Transfer : Virgin Voyages","","","","",$844.83,$0.00,"Cleared"
"Chase checking","","06/16/2025","City of Oakland","Bills & utilities: Water","Bills & utilities","Water","",$122.37,$0.00,"Cleared"
"Instacart Mastercard","","06/16/2025","Comcast Xfinity","Bills & utilities: Internet access","Bills & utilities","Internet access","",$67.00,$0.00,"Cleared"
"Apple Card","","06/16/2025","Rise","Electronics and software: Software","Electronics and software","Software","",$38.42,$0.00,"Uncleared"
"Apple Card","","06/16/2025","Hulu","Entertainment: TV & Movies","Entertainment","TV & Movies","",$32.01,$0.00,"Cleared"
"Apple Savings","","06/16/2025","Transfer : Chase checking","","","","",$12.73,$0.00,"Cleared"
"Apple Savings","","06/16/2025","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.96,"Cleared"
"Chase checking","","06/16/2025","Transfer : Apple Savings","","","","",$0.00,$12.73,"Cleared"
"Virgin Voyages","","06/16/2025","Transfer : Chase checking","","","","",$0.00,$844.83,"Uncleared"
"Chase checking","","06/15/2025","Slide Insurance","Housing: Homeowners Insurance","Housing","Homeowners Insurance","",$7242.00,$0.00,"Cleared"
"Chase Amazon","","06/15/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$21.95,$0.00,"Cleared"
"Chase Sapphire Reserve","","06/15/2025","Aldi","Food: Groceries","Food","Groceries","",$21.56,$0.00,"Cleared"
"Chase Amazon","","06/15/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$18.24,$0.00,"Cleared"
"Chase checking","","06/15/2025","Louis Sanfelice","Reimbursements/Money In Trust: Louis Sanfelice","Reimbursements/Money In Trust","Louis Sanfelice","",$0.00,$1903.48,"Reconciled"
"Apple Card","","06/14/2025","Citizens One Loan","Electronics and software: Hardware","Electronics and software","Hardware","",$58.25,$0.00,"Reconciled"
"Chase Sapphire Reserve","","06/14/2025","Indify Calendar Plan","Electronics and software: Software","Electronics and software","Software","",$4.00,$0.00,"Cleared"
"Apple Savings","","06/14/2025","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$1.75,"Reconciled"
"Chase Sapphire Reserve","","06/13/2025","Cursor","OlderGay.Men: Cursor","OlderGay.Men","Cursor","",$21.08,$0.00,"Reconciled"
"Chase Sapphire Reserve","","06/13/2025","Akismet","OlderGay.Men: Akismet","OlderGay.Men","Akismet","",$10.00,$0.00,"Reconciled"
"Apple Savings","","06/13/2025","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$1.34,"Reconciled"
"Chase Amazon","","06/12/2025","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$57.77,$0.00,"Reconciled"
